cppex,patch_cpp,y
"protected:
    bool isExpectReply() const {
        return expectReply;
    }

public:
    void setPath(const std::string& path) {
        this->path = path;
    }

    std::string getPath() const {
        return path;
    }

    void setPayloadExpression(Expression* payloadExpression) {
        this->payloadExpression = payloadExpression;
    }

    void setHeaderExpressions(const std::map<std::string, Expression*>& headerExpressions) {
        this->headerExpressions = headerExpressions;
    }","protected:
    bool isExpectReply() const {
        return expectReply;
    }

public:
    void setPath(const std::string& path) {
        this->path = path;
    }

    std::string getPath() const {
        return path;
    }

    void setPayloadExpression(const Expression& payloadExpression) {
        this->payloadExpression = payloadExpression;
    }

    void setHeaderExpressions(const std::map<std::string, Expression>& headerExpressions) {
        this->headerExpressions = headerExpressions;
    }",0
"protected:
    int itemsPerPoll;

public:
    void onSuccess() {}","class WatermarkingPetAdoptionSource : public PollingSource<std::string, void> {
protected:
    int itemsPerPoll;

    void doStart() override {
        resetCounters();
        polls = (pets.size() / itemsPerPoll) + 1;
    }

    void doStop() override {
        resetCounters();
    }

    void onSuccess() {
        // Intentionally empty
    }
};",0
"JdbcOutboundGateway(JdbcOperations* jdbcOperations, const std::string& updateQuery, const std::string& selectQuery) {
    if (jdbcOperations == nullptr) {
        throw std::invalid_argument(""'jdbcOperations' must not be null."");
    }

    if (updateQuery.empty() && selectQuery.empty()) {
        throw std::invalid_argument(
            ""The 'updateQuery' and the 'selectQuery' must not both be null or empty."");
    }

    if (!selectQuery.empty()) {
        this->poller = new JdbcPollingChannelAdapter(jdbcOperations, selectQuery);
        this->poller->setMaxRows(1);
    } else {
        this->poller = nullptr;
    }
}","```cpp
JdbcOutboundGateway::JdbcOutboundGateway(JdbcOperations* jdbcOperations, const std::string& updateQuery, const std::string& selectQuery) {
    if (jdbcOperations == nullptr) {
        throw std::invalid_argument(""'jdbcOperations' must not be null."");
    }

    if (updateQuery.empty() && selectQuery.empty()) {
        throw std::invalid_argument(""The 'updateQuery' and the 'selectQuery' must not both be null or empty."");
    }

    if (!selectQuery.empty()) {
        this->poller = new JdbcPollingChannelAdapter(jdbcOperations, selectQuery);
        this->poller->setMaxRows(1);
    }
    else {
        this->poller = nullptr;
    }
}
```",0
"return;
}
LOG.info(""Processing input split : {}"", split);

format.open(split);
try {
    RowData* nextElement = nullptr;","if (!split) {
    return;
}

std::cout << ""Processing input split: "" << split << std::endl;

format.open(split);
try {
    RowData nextElement;",1
"#include <map>
#include <stdexcept>
#include <set>
#include <algorithm>
#include <iterator>
#include <cassert>","#include <locale>
#include <map>
#include <stdexcept>
#include <set>
#include <algorithm>
#include <iterator>

using namespace std;",0
"std::set<std::string> affectedIndices = determineAffectedIndices(range, filter);
HistogramResult result = searchesAdapter.histogram(query, filter, range, affectedIndices, interval);
recordEsMetrics(result.tookMs(), range);
return result;

HistogramResult histogram(const std::string& query, DateHistogramInterval interval, TimeRange range) {
    return histogram(query, interval, """", range);
}

HistogramResult histogram(const std::string& query, DateHistogramInterval interval, const std::string& filter, TimeRange range) {
    std::set<std::string> affectedIndices = determineAffectedIndices(range, filter);
    HistogramResult result = searchesAdapter.histogram(query, filter, range, affectedIndices, interval);
    recordEsMetrics(result.tookMs(), range);
    return result;
}

HistogramResult fieldHistogram(const std::string& query,
                              const std::string& field,
                              DateHistogramInterval interval,
                              const std::string& filter,
                              TimeRange range,
                              bool includeCardinality) {
    return fieldHistogram(query, field, interval, filter, range, true, includeCardinality);
}

HistogramResult fieldHistogram(const std::string& query,
                              const std::string& field,
                              DateHistogramInterval interval,
                              const std::string& filter,
                              TimeRange range,
                              bool includeStats,
                              bool includeCardinality) {
    std::set<std::string> affectedIndices = determineAffectedIndices(range, filter);
    HistogramResult result = searchesAdapter.fieldHistogram(query, filter, range, affectedIndices, field, interval, includeStats, includeCardinality);
    recordEsMetrics(result.tookMs(), range);
    return result;
}

void recordEsMetrics(long tookMs, TimeRange range) {
    esTotalSearchesCounter.inc();
}","HistogramResult histogram(const std::string& query, const DateHistogramInterval& interval, const TimeRange& range) {
    return histogram(query, interval, """", range);
}

HistogramResult histogram(const std::string& query, const DateHistogramInterval& interval, const std::string& filter, const TimeRange& range) {
    std::set<std::string> affectedIndices = determineAffectedIndices(range, filter);
    HistogramResult result = searchesAdapter.histogram(query, filter, range, affectedIndices, interval);
    recordEsMetrics(result.tookMs(), range);
    return result;
}

HistogramResult fieldHistogram(const std::string& query,
                              const std::string& field,
                              const DateHistogramInterval& interval,
                              const std::string& filter,
                              const TimeRange& range,
                              bool includeCardinality) {
    return fieldHistogram(query, field, interval, filter, range, true, includeCardinality);
}

HistogramResult fieldHistogram(const std::string& query,
                              const std::string& field,
                              const DateHistogramInterval& interval,
                              const std::string& filter,
                              const TimeRange& range,
                              bool includeStats,
                              bool includeCardinality) {
    std::set<std::string> affectedIndices = determineAffectedIndices(range, filter);
    HistogramResult result = searchesAdapter.fieldHistogram(query, filter, range, affectedIndices, field, interval, includeStats, includeCardinality);
    recordEsMetrics(result.tookMs(), range);
    return result;
}

void recordEsMetrics(long tookMs, const TimeRange& range) {
    esTotalSearchesCounter.inc();
}",0
"static constexpr size_t OLD_MAGIC_BUFFER_SIZE = 4;
static constexpr size_t MAGIC_BUFFER_SIZE = 6;
static std::array<std::uint8_t, OLD_MAGIC_BUFFER_SIZE> oldMagicBuffer{};
static std::array<std::uint8_t, MAGIC_BUFFER_SIZE> magicBuffer{};
const Schema readerSchema;
LogFormatVersion nextBlockVersion;
bool readBlockLazily;
std::int64_t reverseLogFilePosition;","static constexpr std::size_t OLD_MAGIC_BUFFER_SIZE = 4;
static constexpr std::size_t MAGIC_BUFFER_SIZE = 6;
static std::array<uint8_t, OLD_MAGIC_BUFFER_SIZE> oldMagicBuffer{};
static std::array<uint8_t, MAGIC_BUFFER_SIZE> magicBuffer{};
const Schema readerSchema;
LogFormatVersion nextBlockVersion;
bool readBlockLazily;
int64_t reverseLogFilePosition;",1
"#include <string>
#include <vector>
#include <map>

class Instrumenter {};

class AbstractAwsClientInstrumentation : public Instrumenter {
public:
    virtual std::vector<std::string> helperResourceNames() = 0;
    virtual bool classLoaderMatcher() = 0;
    virtual bool typeMatcher() = 0;
    virtual std::map<std::string, std::string> transformers() = 0;
};

class AwsClientInstrumentation : public AbstractAwsClientInstrumentation {
public:
    std::vector<std::string> helperResourceNames() override {
        return {
            ""software/amazon/awssdk/global/handlers/execution.interceptors""
        };
    }

    bool classLoaderMatcher() override {
        // Example placeholder for hasClassesNamed
        return hasClassesNamed(""software.amazon.awssdk.core.interceptor.ExecutionInterceptor"");
    }

    bool typeMatcher() override {
        // Example placeholder for named
        return named(""software.amazon.awssdk.core.SdkRequest"");
    }

    std::map<std::string, std::string> transformers() override {
        return {};
    }

private:
    bool hasClassesNamed(const std::string& className) {
        // Implementation-specific: check if the class is available
        return true;
    }

    bool named(const std::string& typeName) {
        // Implementation-specific: check if the type matches
        return true;
    }
};","#include <string>
#include <vector>
#include <map>

class Instrumenter {};

class AwsClientInstrumentation : public AbstractAwsClientInstrumentation {
public:
  std::vector<std::string> helperResourceNames() override {
    return {
      ""software/amazon/awssdk/global/handlers/execution.interceptors""
    };
  }

  ElementMatcher<ClassLoader> classLoaderMatcher() override {
    return hasClassesNamed(""software.amazon.awssdk.core.interceptor.ExecutionInterceptor"");
  }

  ElementMatcher<TypeDescription> typeMatcher() override {
    return named(""software.amazon.awssdk.core.SdkRequest"");
  }

  std::map<ElementMatcher<MethodDescription>, std::string> transformers() override {
    return {};
  }
};",1
"```cpp
#include <string>
#include <vector>
#include <stdexcept>

template<typename F>
class Session {
public:
    bool exists(const std::string& path);
    // ... other Session methods ...
};

class MyClass {
public:
    template<typename F>
    void makeDirectories(const std::string& path, Session<F>& session) {
        if (!session.exists(path)) {
            int nextSeparatorIndex = path.rfind(this->remoteFileSeparator);

            if (nextSeparatorIndex > -1) {
                std::vector<std::string> pathsToCreate;
                while (nextSeparatorIndex > -1) {
                    std::string pathSegment = path.substr(0, nextSeparatorIndex);
                    if (pathSegment.length() == 0 || session.exists(pathSegment)) {
                        break;
                    } else {
                        pathsToCreate.insert(pathsToCreate.begin(), pathSegment);
                        nextSeparatorIndex = pathSegment.rfind(this->remoteFileSeparator);
                    }
                }
                // ... (presumably, code to actually create the directories would go here) ...
            }
        }
    }

private:
    char remoteFileSeparator;
};
```","```cpp
template<typename F>
class FileTransferringMessageHandler : public AbstractMessageHandler {
private:
    void makeDirectories(const std::string& path, Session<F>& session) {
        if (!session.exists(path)) {
            int nextSeparatorIndex = path.rfind(this->remoteFileSeparator);

            if (nextSeparatorIndex > -1) {
                std::list<std::string> pathsToCreate;
                while (nextSeparatorIndex > -1) {
                    std::string pathSegment = path.substr(0, nextSeparatorIndex);
                    if (pathSegment.empty() || session.exists(pathSegment)) {
                        break;
                    } else {
                        pathsToCreate.push_front(pathSegment);
                        nextSeparatorIndex = pathSegment.rfind(this->remoteFileSeparator);
                    }
                }
                // further code for actually creating directories...
            }
        }
    }

    char remoteFileSeparator;
};
```",1
"Region* parseRegion(const Id& mdId, Element* extentObj) {
    MultiPolygon* geometry = parseElement(extentObj);

    std::string id;
    if (geometry != nullptr) {
        Element* element = extentObj->getChild(""element"", Geonet::Namespaces::GEONET);
        if (element != nullptr) {
            id = element->getAttributeValue(""ref"");
        }
        return new MetadataRegion(mdId, id, geometry);
    } else {
        return nullptr;
    }
}

MultiPolygon* parseElement(Element* extentObj) {
    GeonetContext* gc = static_cast<GeonetContext*>(context.getHandlerContext(Geonet::CONTEXT_NAME));
    gc->getBean<DataManager>()->getEditLib()->removeEditingInfo(extentObj);

    MultiPolygon* geometry = nullptr;
    if (extentObj->getName() == ""polygon"") {
        geometry = parsePolygon(extentObj);
    } else if (extentObj->getName() == ""EX_BoundingPolygon"") {
        Element* polygon = extentObj->getChild(""polygon"", Namespaces::GMD);
        geometry = parsePolygon(polygon);
    } else if (extentObj->getName() == ""EX_GeographicBoundingBox"") {
        double minx = std::stod(extentObj->getChild(""westBoundLongitude"", Geonet::Namespaces::GMD)->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double maxx = std::stod(extentObj->getChild(""eastBoundLongitude"", Geonet::Namespaces::GMD)->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double miny = std::stod(extentObj->getChild(""southBoundLatitude"", Geonet::Namespaces::GMD)->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double maxy = std::stod(extentObj->getChild(""northBoundLatitude"", Geonet::Namespaces::GMD)->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        Polygon* polygon = static_cast<Polygon*>(factory->toGeometry(Envelope(minx, maxx, miny, maxy)));
        std::vector<Polygon*> polygons = {polygon};
        geometry = factory->createMultiPolygon(polygons);
    }
    return geometry;
}

MultiPolygon* parsePolygon(Element* extentObj) {
    auto children = extentObj->getChildren();
    if (children.empty())","Region* parseRegion(const Id& mdId, Element* extentObj) {
    MultiPolygon* geometry = parseElement(extentObj);

    std::string id;
    if (geometry != nullptr) {
        Element* element = extentObj->getChild(""element"", Geonet::Namespaces::GEONET);
        if (element != nullptr) {
            id = element->getAttributeValue(""ref"");
        }
        return new MetadataRegion(mdId, id, geometry);
    } else {
        return nullptr;
    }
}

MultiPolygon* parseElement(Element* extentObj) {
    GeonetContext* gc = static_cast<GeonetContext*>(context.getHandlerContext(Geonet::CONTEXT_NAME));
    gc->getBean<DataManager>()->getEditLib()->removeEditingInfo(extentObj);

    MultiPolygon* geometry = nullptr;
    if (extentObj->getName() == ""polygon"") {
        geometry = parsePolygon(extentObj);
    } else if (extentObj->getName() == ""EX_BoundingPolygon"") {
        Element* polygon = extentObj->getChild(""polygon"", Namespaces::GMD);
        geometry = parsePolygon(polygon);
    } else if (extentObj->getName() == ""EX_GeographicBoundingBox"") {
        double minx = std::stod(extentObj->getChild(""westBoundLongitude"", Geonet::Namespaces::GMD)
                                    ->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double maxx = std::stod(extentObj->getChild(""eastBoundLongitude"", Geonet::Namespaces::GMD)
                                    ->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double miny = std::stod(extentObj->getChild(""southBoundLatitude"", Geonet::Namespaces::GMD)
                                    ->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        double maxy = std::stod(extentObj->getChild(""northBoundLatitude"", Geonet::Namespaces::GMD)
                                    ->getChildText(""Decimal"", Geonet::Namespaces::GCO));
        Polygon* poly = static_cast<Polygon*>(factory->toGeometry(Envelope(minx, maxx, miny, maxy)));
        std::vector<Polygon*> polygons = { poly };
        geometry = factory->createMultiPolygon(polygons);
    }
    return geometry;
}

MultiPolygon* parsePolygon(Element* extentObj) {
    std::vector<Element*> children =",1
"```cpp
if (s_logger.isInfoEnabled()) {
    s_logger.info(""Destroy template volume "" + vol.getPath());
}
vmMo.markAsVirtualMachine(hyperHost.getHyperHostOwnerResourcePool(), hyperHost.getMor());
vmMo.destroy();
} else {
    if (s_logger.isInfoEnabled()) {
```","if (s_logger.isInfoEnabled()) {
    s_logger.info(std::string(""Destroy template volume "") + vol.getPath());
}
vmMo.markAsVirtualMachine(hyperHost.getHyperHostOwnerResourcePool(), hyperHost.getMor());
vmMo.destroy();
} else {
    if (s_logger.isInfoEnabled()) {",1
"```cpp
auto parent_path = fs::path(file.getFilePath()).parent_path().string();
auto hiveSpecs = newSpecsMap[parent_path];
auto partition = getIcebergPartitionVal(hiveSpecs, file.getFilePath(), partitionSpec);

if (this->newPartitionTableWhitelistBlacklist.acceptTable(tableMetadata.dbName, tableMetadata.tableName)
    && gmce.getOperationType() == OperationType::add_files) {
    tableMetadata.prevCompletenessWatermark = std::stol(
        table.properties().count(COMPLETION_WATERMARK_KEY) ?
            table.properties().at(COMPLETION_WATERMARK_KEY) :
            std::to_string(DEFAULT_COMPLETION_WATERMARK)
    );
    // Assumes first partition value to be partitioned by date
}
```","```cpp
auto hiveSpecs = newSpecsMap[fs::path(file.filePath()).parent_path().string()];
auto partition = getIcebergPartitionVal(hiveSpecs, file.filePath(), partitionSpec);

if (this->newPartitionTableWhitelistBlacklist.acceptTable(tableMetadata.dbName, tableMetadata.tableName)
    && gmce.getOperationType() == OperationType::add_files) {
    tableMetadata.prevCompletenessWatermark = std::stoll(
        table.properties().value_or(COMPLETION_WATERMARK_KEY, std::to_string(DEFAULT_COMPLETION_WATERMARK))
    );
    // Assumes first partition value to be partitioned by date
}
```",1
"template <typename S>
class Factory : public FileSystemInstrumentationFactory<S> {
private:
    const std::string SERVICE_NAME_CONF_KEY = ""gobblin.broker.limiter.serviceName"";

public:
    FileSystem* instrumentFileSystem(FileSystem* fs, SharedResourcesBroker<S>* broker,
                                     ConfigView<S, FileSystemKey>* config) override {
        try {
            std::string serviceName = config->getConfig()->getString(SERVICE_NAME_CONF_KEY);
            Limiter* limiter;
            if (serviceName.empty()) {
                limiter = broker->getSharedResource(
                    std::make_shared<SharedLimiterFactory<S>>(),
                    std::make_shared<FileSystemLimiterKey>(config->getKey()->getUri())
                );
            } else {
                limiter = broker->getSharedResource(
                    std::make_shared<SharedLimiterFactory<S>>(),
                    std::make_shared<FileSystemLimiterKey>(config->getKey()->getUri(), serviceName)
                );
            }
            return new ThrottledFileSystem(fs, limiter, serviceName);
        } catch (const NotConfiguredException& nce) {
            throw std::runtime_error(nce.what());
        }
    }
};","```cpp
template <typename S>
class ThrottledFileSystem : public FileSystemInstrumentation {
public:
    class Factory : public FileSystemInstrumentationFactory<S> {
    private:
        const std::string SERVICE_NAME_CONF_KEY = ""gobblin.broker.limiter.serviceName"";
    public:
        FileSystem* instrumentFileSystem(FileSystem* fs, SharedResourcesBroker<S>* broker,
                                        ConfigView<S, FileSystemKey>* config) override {
            try {
                std::string serviceName = config->getConfig().getString(SERVICE_NAME_CONF_KEY);
                Limiter* limiter;
                if (serviceName.empty()) {
                    limiter = broker->getSharedResource(
                        std::make_shared<SharedLimiterFactory<S>>(),
                        std::make_shared<FileSystemLimiterKey>(config->getKey()->getUri()));
                } else {
                    limiter = broker->getSharedResource(
                        std::make_shared<SharedLimiterFactory<S>>(),
                        std::make_shared<FileSystemLimiterKey>(config->getKey()->getUri(), serviceName));
                }
                return new ThrottledFileSystem(fs, limiter, serviceName);
            } catch (const NotConfiguredException& nce) {
                throw std::runtime_error(nce.what());
            }
        }
    };
};
```",1
"#include <atomic>
#include <chrono>
#include <functional>

#include <sys/socket.h>
#include <netinet/in.h>
#include <arpa/inet.h>","#include <thread>
#include <chrono>
#include <atomic>
#include <functional>

#include <sys/socket.h>
#include <netinet/in.h>
#include <arpa/inet.h>",0
"protected:
    void SetItemsCore(const std::vector<ItemType>& value) override
    {
        if (value.empty())
        {
            throw std::invalid_argument(""value"");
        }

        BeginUpdate();
        Items.ClearInternal();
        Items.AddRangeInternal(value);
    }","```cpp
#include <stdexcept>
#include <vector>

protected:
void SetItemsCore(const std::vector<ItemType>& value) override
{
    if (&value == nullptr)
    {
        throw std::invalid_argument(""value"");
    }

    BeginUpdate();
    Items.ClearInternal();
    Items.AddRangeInternal(value);
}
```",1
"BaseClass::BaseClass(stepMeta, stepDataInterface, copyNr, transMeta, trans);
}

bool processRow(StepMetaInterface* smi, StepDataInterface* sdi) override {
    meta = static_cast<ExecProcessMeta*>(smi);
    data = static_cast<ExecProcessData*>(sdi);","ExecProcess::ExecProcess(const StepMeta& stepMeta, StepDataInterface* stepDataInterface, int copyNr, const TransMeta& transMeta, Trans* trans)
    : BaseStep(stepMeta, stepDataInterface, copyNr, transMeta, trans) {
}

bool ExecProcess::processRow(StepMetaInterface* smi, StepDataInterface* sdi) {
    meta = static_cast<ExecProcessMeta*>(smi);
    data = static_cast<ExecProcessData*>(sdi);
    // ...
}",0
"```cpp
#include <string>
#include <optional>

class GobblinServiceJobScheduler {
private:
    std::atomic<bool> isActive;
    std::string serviceName;

    // If current instance is nominated as a handler for DR traffic from down GaaS-Instance.
    // Note this is different from leadership change/fail-over handling.
    bool isNominatedDRHanlder;

public:
    // Use this to tag all DR-applicable FlowSpec entries 
    // so only they would be loaded during DR handling.
    static constexpr const char* DR_FILTER_TAG = ""dr"";

    GobblinServiceJobScheduler(
        const std::string& serviceName,
        const Config& config,
        std::optional<HelixManager> helixManager,
        std::optional<FlowCatalog> flowCatalog,
        std::optional<TopologyCatalog> topologyCatalog,
        Orchestrator orchestrator,
        SchedulerService schedulerService,
        std::optional<Logger> log
    )
    : isActive(false),
      serviceName(serviceName),
      isNominatedDRHanlder(false)
    {
        // constructor body (throw std::exception if needed)
    }
};
```","```cpp
class GobblinServiceJobScheduler : public JobScheduler, public SpecCatalogListener {
private:
    volatile bool isActive;
    std::string serviceName;

    // If current instance is nominated as a handler for DR traffic from down GaaS-Instance.
    bool isNominatedDRHanlder;

public:
    // Use this to tag all DR-applicable FlowSpec entries so only they would be loaded during DR handling.
    static constexpr const char* DR_FILTER_TAG = ""dr"";

    GobblinServiceJobScheduler(const std::string& serviceName, 
                              const Config& config, 
                              std::optional<HelixManager> helixManager,
                              std::optional<FlowCatalog> flowCatalog,
                              std::optional<TopologyCatalog> topologyCatalog,
                              Orchestrator orchestrator,
                              SchedulerService schedulerService,
                              std::optional<Logger> log) 
        : serviceName(serviceName)
    {
        // constructor body
    }
};
```",0
"MessageSourceBase* getMessageSource() const {
    return this->source;
}

void setOutputChannelName(const std::string& outputChannelName) {
    assert(!outputChannelName.empty());
    this->outputChannelName = outputChannelName;
}

std::string getOutputChannelName() const {
    if (this->outputChannel == nullptr) {
        return this->outputChannelName;
    } else {
        auto named = dynamic_cast<NamedComponent*>(this->outputChannel);
        return named ? named->getComponentName() : """";
    }
}","```cpp
class SourcePollingChannelAdapter : public AbstractPollingEndpoint {
public:
    void setOutputChannel(OutputChannel* outputChannel) {
        this->outputChannel = outputChannel;
    }

    MessageSourceBase* getMessageSource() {
        return this->source;
    }

    void setOutputChannelName(const std::string& outputChannelName) {
        if (outputChannelName.empty()) {
            throw std::invalid_argument(""'outputChannelName' must not be empty"");
        }
        this->outputChannelName = outputChannelName;
    }

    std::string getOutputChannelName() const {
        if (this->outputChannel == nullptr) {
            return this->outputChannelName;
        } else {
            auto named = dynamic_cast<const NamedComponent*>(this->outputChannel);
            if (named) {
                return named->getComponentName();
            } else {
                return {};
            }
        }
    }

    // ...
private:
    OutputChannel* outputChannel = nullptr;
    std::string outputChannelName;
    MessageSourceBase* source = nullptr;
};
```",1
